pkey,gender,age,birth_year,education,has_spouse_raw,has_child_raw,num_children,youngest_child_age,emp_status,work_style,contract_type,industry,firm_size,occupation,position,weekly_hours,annual_income,current_job_start_year,intention,ev_quit,ev_started_job
986,2,62,1962,5,1,1,1,9.0,1,1,1,16,1,7,8,41.0,196,2011,4,0,0
987,1,52,1972,5,1,1,2,9.0,1,1,1,5,1,10,8,40.0,338,2021,3,0,0
988,1,27,1997,3,1,2,0,,1,1,5,16,7,8,8,36.0,414,2015,4,0,0
989,1,23,2001,2,2,2,0,,1,1,1,15,5,6,8,31.0,426,2019,4,0,0
990,2,33,1991,3,1,1,1,16.0,1,1,4,5,3,2,8,29.0,517,2014,3,0,0
991,2,23,2001,3,1,1,2,16.0,1,1,2,8,1,5,3,41.0,278,2019,1,0,0
992,2,37,1987,4,1,1,3,7.0,1,1,2,11,5,4,3,39.0,156,2005,2,0,0
993,2,62,1962,6,1,2,0,,1,1,1,5,1,3,2,35.0,469,1996,4,0,0
994,1,42,1982,5,2,2,0,,1,1,1,17,1,9,8,33.0,666,2000,2,0,0
995,2,23,2001,5,2,2,0,,1,1,3,4,5,6,1,36.0,376,2019,2,0,0
996,1,42,1982,6,2,2,0,,1,1,3,5,5,10,8,57.0,215,2000,4,0,0
997,2,31,1993,5,2,2,0,,1,1,1,9,4,2,1,29.0,258,2011,4,0,0
998,1,57,1967,5,1,2,0,,1,1,2,9,7,12,8,27.0,506,2022,2,0,0
999,2,26,1998,6,2,2,0,,1,1,1,1,2,6,3,33.0,472,2016,1,0,0
1000,1,53,1971,5,1,1,3,15.0,1,1,4,16,4,4,8,43.0,721,2014,4,0,0
1001,1,40,1984,5,1,1,2,3.0,1,1,3,5,3,5,8,35.0,781,2002,3,0,0
1002,1,23,2001,6,2,2,0,,1,1,1,2,3,11,3,42.0,485,2023,4,0,0
1003,1,49,1975,5,1,2,0,,1,1,3,9,2,9,1,43.0,80,2022,1,0,0
1004,1,41,1983,5,1,1,1,18.0,1,1,4,16,6,3,8,46.0,354,2019,1,0,0
1005,2,53,1971,6,1,1,3,12.0,1,1,2,1,5,12,8,43.0,325,2014,4,0,0
1006,1,47,1977,5,1,2,0,,1,1,1,9,5,2,8,40.0,343,2018,3,0,0
1007,2,54,1970,6,2,2,0,,1,1,3,16,1,4,8,51.0,512,2023,1,0,0
1008,1,41,1983,3,1,1,2,4.0,1,1,2,16,1,9,2,30.0,470,2001,4,0,0
1009,2,23,2001,2,2,2,0,,1,1,1,3,6,7,8,27.0,126,2019,3,0,0
1010,1,28,1996,5,2,2,0,,1,1,4,11,5,6,8,37.0,551,2014,4,0,0
1011,2,41,1983,3,1,1,2,19.0,1,1,1,15,1,12,1,41.0,382,2005,4,0,0
1012,2,38,1986,7,2,2,0,,1,1,3,12,5,10,8,42.0,557,2023,4,0,0
1013,1,54,1970,2,1,2,0,,1,1,2,12,7,12,8,38.0,571,2001,4,0,0
1014,2,39,1985,5,2,2,0,,1,1,1,14,6,4,8,44.0,318,2017,4,0,0
1015,1,57,1967,4,1,1,1,1.0,1,1,5,8,2,11,8,41.0,714,2017,4,0,0
1016,1,30,1994,7,1,2,0,,1,1,1,2,3,3,8,39.0,393,2012,4,0,0
1017,2,38,1986,5,1,1,2,2.0,1,1,1,11,6,10,8,44.0,600,2010,3,0,0
1018,2,53,1971,2,1,2,0,,1,1,1,11,3,7,2,34.0,221,1996,4,0,0
1019,1,27,1997,2,1,1,2,14.0,1,1,1,15,6,8,8,39.0,676,2015,4,0,0
1020,1,35,1989,5,1,1,3,7.0,1,1,2,16,7,2,2,54.0,256,2012,3,0,0
1021,2,53,1971,7,1,1,1,11.0,1,1,1,6,3,11,3,40.0,712,2006,3,0,0
1022,2,46,1978,7,2,2,0,,1,1,4,17,5,4,8,53.0,337,2022,4,0,0
1023,2,54,1970,5,1,1,1,12.0,1,1,4,1,4,8,3,50.0,701,1996,4,0,0
1024,1,43,1981,5,1,1,3,1.0,1,1,2,17,4,2,1,49.0,391,2021,3,0,0
1025,2,57,1967,3,1,1,3,6.0,1,1,1,3,1,12,2,37.0,626,1996,4,0,0
1026,1,58,1966,5,1,1,2,2.0,1,1,2,11,7,4,2,36.0,400,2003,3,0,0
1027,2,61,1963,5,1,2,0,,1,1,1,12,4,10,1,41.0,264,1995,4,0,0
1028,1,27,1997,4,2,2,0,,1,1,3,11,2,10,8,35.0,93,2015,2,0,0
1029,2,46,1978,5,1,2,0,,1,1,1,17,5,7,3,44.0,927,1996,4,0,0
1030,1,27,1997,6,2,2,0,,1,1,4,10,3,2,3,45.0,443,2022,2,0,0
1031,2,32,1992,2,2,2,0,,1,1,1,3,6,4,8,49.0,80,2010,4,0,0
1032,2,35,1989,4,2,2,0,,1,1,1,11,6,8,8,31.0,428,2013,4,0,0
1033,1,48,1976,4,1,2,0,,1,1,5,5,3,7,8,29.0,595,2016,4,0,0
1034,2,40,1984,3,2,2,0,,1,1,1,11,5,8,3,28.0,347,2017,3,0,0
1035,1,57,1967,4,1,1,1,5.0,1,1,3,7,1,3,3,27.0,352,2004,3,0,0
1036,2,34,1990,5,1,2,0,,1,1,4,1,7,7,3,54.0,464,2008,2,0,0
1037,1,47,1977,3,1,1,1,3.0,1,1,1,11,4,2,2,39.0,537,2005,3,0,0
1038,1,53,1971,5,1,1,1,7.0,1,1,1,2,5,6,8,47.0,467,1993,4,0,0
1039,1,62,1962,6,1,1,1,2.0,1,1,1,6,5,2,2,35.0,722,1999,3,0,0
1040,1,32,1992,6,1,2,0,,1,1,3,11,3,8,3,43.0,734,2010,4,0,0
1041,1,52,1972,5,1,1,2,12.0,1,1,4,15,5,7,3,39.0,438,2000,4,0,0
1042,2,26,1998,4,2,2,0,,1,1,1,6,3,11,8,27.0,133,2016,4,0,0
1043,2,44,1980,3,1,1,3,16.0,1,1,2,6,5,6,8,54.0,660,2024,2,1,1
1044,2,39,1985,4,2,2,0,,1,1,1,6,1,2,8,48.0,502,2017,4,0,0
1045,1,61,1963,7,1,1,2,2.0,1,1,2,10,2,3,2,26.0,453,2004,4,0,0
1046,1,53,1971,7,1,2,0,,1,1,3,4,7,10,3,35.0,667,2008,4,0,0
1047,1,60,1964,5,1,1,2,18.0,1,1,4,9,6,12,1,50.0,604,1995,3,0,0
1048,2,57,1967,5,1,2,0,,1,1,1,14,1,1,8,46.0,542,2015,4,0,0
1049,2,39,1985,5,2,2,0,,1,1,1,2,2,9,2,37.0,320,2003,4,0,0
1050,1,52,1972,4,1,2,0,,1,1,1,17,4,6,8,56.0,574,2007,4,0,0
1051,2,24,2000,7,2,2,0,,1,1,1,10,1,4,1,43.0,922,2018,3,0,0
1052,1,45,1979,4,1,1,2,3.0,1,1,1,11,3,7,2,29.0,157,1998,4,0,0
1053,1,24,2000,5,2,2,0,,1,1,3,11,3,12,8,47.0,506,2018,2,0,0
1054,1,51,1973,5,1,1,3,8.0,1,1,1,17,1,3,8,32.0,735,1996,3,0,0
1055,1,61,1963,3,1,1,3,9.0,1,1,1,12,3,11,8,44.0,185,2016,1,0,0
1056,2,50,1974,5,1,1,3,6.0,1,1,2,16,3,2,8,44.0,543,2021,4,0,0
1057,2,56,1968,6,1,2,0,,1,1,1,5,1,9,2,29.0,793,2006,4,0,0
1058,1,32,1992,3,2,2,0,,1,1,1,4,5,1,8,38.0,159,2022,1,0,0
1059,1,62,1962,5,1,1,1,16.0,1,1,4,11,2,1,3,61.0,595,2018,4,0,0
1060,2,45,1979,5,1,1,3,13.0,1,1,1,3,1,1,1,29.0,358,1997,4,0,0
1061,2,49,1975,4,1,1,3,19.0,1,1,1,2,1,10,2,23.0,454,2023,3,0,0
1062,2,53,1971,2,1,1,2,7.0,1,1,1,4,7,7,8,42.0,374,2004,4,0,0
1063,1,48,1976,4,1,2,0,,1,1,1,5,1,9,2,47.0,625,2014,4,0,0
1064,2,35,1989,3,2,2,0,,1,1,1,2,7,2,2,44.0,444,2013,4,0,0
1065,1,47,1977,5,1,1,3,5.0,1,1,1,13,2,12,1,39.0,231,2015,3,0,0
1066,2,49,1975,6,1,1,2,0.0,1,1,1,10,1,10,8,37.0,415,2010,4,0,0
1067,1,57,1967,5,1,1,2,15.0,1,1,4,4,4,6,2,49.0,465,2001,1,0,0
1068,2,42,1982,6,1,1,1,14.0,1,1,1,5,7,11,3,42.0,290,2012,4,0,0
1069,1,43,1981,5,1,2,0,,1,1,1,16,1,2,1,39.0,370,2000,3,0,0
1070,1,43,1981,5,1,1,1,2.0,1,1,1,16,3,4,8,40.0,509,2023,3,0,0
1071,2,27,1997,5,2,2,0,,1,1,4,3,6,1,2,41.0,531,2015,4,0,0
1072,2,26,1998,4,1,1,1,18.0,1,1,1,11,1,2,8,41.0,659,2016,4,0,0
1073,1,23,2001,5,1,2,0,,1,1,3,6,2,11,1,38.0,528,2022,4,0,0
1074,2,49,1975,5,1,1,1,10.0,1,1,1,7,3,5,8,29.0,392,2006,4,0,0
1075,2,39,1985,5,1,1,3,3.0,1,1,4,11,6,8,2,36.0,271,2003,3,0,0
1076,1,57,1967,5,1,1,2,3.0,1,1,1,17,6,11,2,26.0,611,2008,3,0,0
1077,1,51,1973,4,1,1,2,0.0,1,1,1,10,5,10,8,37.0,448,1994,3,0,0
1078,1,28,1996,7,2,2,0,,1,1,1,17,5,5,3,48.0,354,2014,3,0,0
1079,2,27,1997,3,2,2,0,,1,1,1,14,1,5,2,48.0,569,2015,4,0,0
1080,1,37,1987,7,2,2,0,,1,1,2,14,2,2,3,34.0,545,2022,4,0,0
1081,1,59,1965,6,1,1,3,2.0,1,1,2,14,7,10,8,53.0,353,2010,2,0,0
1082,2,24,2000,6,2,2,0,,1,1,2,14,6,12,8,47.0,430,2020,4,0,0
1083,2,30,1994,5,2,2,0,,1,1,1,5,2,7,8,52.0,239,2020,2,0,0
1084,2,24,2000,4,2,2,0,,1,1,2,17,5,6,1,30.0,354,2024,4,1,1
1085,2,39,1985,5,1,1,2,1.0,1,1,1,16,6,11,1,35.0,612,2013,4,0,0
1086,2,62,1962,5,1,1,2,2.0,1,1,5,11,6,5,1,29.0,414,1995,3,0,0
1087,2,50,1974,5,1,1,1,6.0,1,1,2,13,7,5,1,50.0,163,2000,2,0,0
1088,2,42,1982,4,1,1,3,16.0,1,1,1,15,4,11,2,49.0,612,2000,4,0,0
1089,1,28,1996,4,1,1,3,14.0,1,1,3,3,1,5,2,23.0,302,2014,4,0,0
1090,1,37,1987,5,1,1,2,17.0,1,1,1,2,6,12,8,43.0,396,2018,4,0,0
1091,1,43,1981,5,2,2,0,,1,1,1,17,1,2,8,51.0,533,1999,4,0,0
1092,2,33,1991,5,2,2,0,,1,1,1,10,5,6,8,32.0,471,2009,3,0,0
1093,1,51,1973,6,1,1,2,16.0,1,1,2,13,6,6,8,31.0,96,2024,4,1,1
1094,1,62,1962,5,1,1,1,0.0,1,1,1,9,1,4,8,43.0,560,2003,4,0,0
1095,2,31,1993,5,1,1,1,18.0,1,1,1,9,6,12,3,35.0,677,2017,3,0,0
1096,1,33,1991,4,1,1,2,13.0,1,1,3,1,6,6,2,52.0,602,2009,4,0,0
1097,1,28,1996,5,1,1,3,2.0,1,1,1,5,5,11,8,32.0,82,2014,3,0,0
1098,2,52,1972,5,1,2,0,,1,1,2,2,3,3,8,46.0,970,2001,1,0,0
1099,2,41,1983,4,1,1,2,13.0,1,1,1,8,2,5,3,40.0,270,2023,4,0,0
1100,1,34,1990,2,1,1,3,12.0,1,1,1,1,5,6,3,39.0,250,2008,3,0,0
1101,1,31,1993,5,1,2,0,,1,1,3,14,2,7,3,45.0,579,2011,3,0,0
1102,1,25,1999,4,2,2,0,,1,1,1,5,5,3,3,34.0,590,2019,4,0,0
1103,2,42,1982,5,2,2,0,,1,1,2,13,2,4,8,30.0,455,2024,4,1,1
1104,2,50,1974,3,1,2,0,,1,1,2,1,3,8,8,32.0,421,2006,2,0,0
1105,1,32,1992,4,2,2,0,,1,1,3,1,4,4,1,35.0,738,2010,1,0,0
1106,2,23,2001,2,2,2,0,,1,1,1,8,2,10,2,45.0,549,2019,4,0,0
1107,1,41,1983,5,1,1,2,3.0,1,1,2,14,6,6,1,32.0,144,2015,1,0,0
1108,1,50,1974,5,1,1,3,11.0,1,1,1,14,5,12,8,46.0,845,2005,4,0,0
1109,2,36,1988,5,1,1,2,15.0,1,1,1,10,1,3,2,48.0,396,2006,3,0,0
1110,1,33,1991,3,1,2,0,,1,1,1,11,6,11,3,40.0,712,2016,3,0,0
1111,1,29,1995,7,1,1,2,16.0,1,1,1,12,6,6,1,50.0,698,2013,4,0,0
1112,1,52,1972,5,1,1,3,0.0,1,1,1,12,6,2,3,41.0,809,2002,3,0,0
1113,2,57,1967,5,1,2,0,,1,1,1,13,5,9,3,47.0,348,2010,4,0,0
1114,2,53,1971,5,1,2,0,,1,1,1,1,5,3,8,31.0,458,2020,3,0,0
1115,2,43,1981,6,1,1,3,0.0,1,1,2,8,3,2,2,47.0,625,2001,3,0,0
1116,1,51,1973,6,1,1,1,4.0,1,1,1,15,2,7,2,43.0,473,1999,4,0,0
1117,1,38,1986,5,1,1,3,6.0,1,1,1,8,2,10,8,48.0,509,2022,4,0,0
1118,2,23,2001,5,2,2,0,,1,1,1,3,3,4,8,45.0,100,2019,4,0,0
1119,1,37,1987,4,2,2,0,,1,1,1,12,3,8,8,40.0,498,2005,4,0,0
1120,2,51,1973,5,1,2,0,,1,1,2,6,6,1,3,30.0,495,2012,2,0,0
1121,2,48,1976,5,1,1,3,6.0,1,1,4,9,4,3,1,42.0,418,2021,4,0,0
1122,1,62,1962,2,1,1,3,19.0,1,1,1,9,3,10,8,42.0,258,1992,3,0,0
1123,2,62,1962,7,1,1,1,3.0,1,1,2,12,6,1,8,30.0,655,2015,4,0,0
1124,1,32,1992,6,1,1,2,15.0,1,1,1,16,6,5,1,33.0,333,2010,3,0,0
1125,1,23,2001,4,2,2,0,,1,1,4,12,7,7,1,32.0,462,2019,3,0,0
1126,2,33,1991,7,1,1,2,4.0,1,1,1,17,3,1,3,43.0,435,2024,4,1,1
1127,1,58,1966,5,1,1,3,17.0,1,1,1,1,2,12,3,35.0,534,2021,3,0,0
1128,2,55,1969,5,1,1,2,2.0,1,1,1,14,1,7,2,39.0,567,1992,3,0,0
1129,2,26,1998,6,1,2,0,,1,1,1,8,2,5,8,45.0,601,2016,3,0,0
1130,2,29,1995,5,1,1,1,3.0,1,1,2,13,5,12,3,40.0,610,2013,4,0,0
1131,2,45,1979,5,2,2,0,,1,1,1,2,6,7,8,41.0,478,1998,4,0,0
1132,1,49,1975,5,1,1,1,3.0,1,1,1,9,5,9,8,47.0,330,2017,4,0,0
1133,1,62,1962,3,1,1,3,2.0,1,1,1,1,7,2,8,45.0,507,1993,4,0,0
1134,2,53,1971,5,2,2,0,,1,1,5,12,5,2,8,41.0,446,2004,4,0,0
1135,2,31,1993,5,1,1,2,8.0,1,1,2,4,7,1,8,39.0,542,2016,4,0,0
1136,1,24,2000,5,2,2,0,,1,1,4,3,2,7,2,55.0,417,2018,3,0,0
1137,1,48,1976,3,1,1,2,19.0,1,1,3,2,3,11,8,51.0,310,2003,4,0,0
1138,1,45,1979,4,1,2,0,,1,1,4,5,6,11,8,27.0,357,2002,4,0,0
1139,1,59,1965,5,1,2,0,,1,1,1,17,5,7,1,34.0,126,2012,4,0,0
1140,2,46,1978,4,2,2,0,,1,1,1,17,4,1,2,44.0,414,1996,4,0,0
1141,1,43,1981,5,1,1,3,19.0,1,1,1,2,7,8,8,51.0,433,2014,4,0,0
1142,2,35,1989,5,1,1,1,9.0,1,1,1,17,6,8,8,33.0,844,2007,3,0,0
1143,2,26,1998,5,2,2,0,,1,1,2,10,3,8,2,34.0,742,2016,3,0,0
1144,2,58,1966,3,1,1,2,15.0,1,1,1,6,5,9,3,38.0,307,2019,2,0,0
1145,1,56,1968,6,1,1,1,16.0,1,1,1,17,3,7,1,47.0,454,2009,4,0,0
1146,1,29,1995,5,1,2,0,,1,1,2,5,3,9,8,39.0,533,2013,3,0,0
1147,2,51,1973,5,1,1,1,8.0,1,1,1,4,6,6,1,39.0,404,1998,4,0,0
1148,2,37,1987,5,1,2,0,,1,1,1,4,5,2,3,39.0,420,2005,4,0,0
1149,1,40,1984,5,2,2,0,,1,1,1,3,1,1,8,35.0,414,2002,3,0,0
1150,2,56,1968,5,1,1,2,5.0,1,1,2,9,5,11,8,36.0,822,2011,3,0,0
1151,1,56,1968,5,1,2,0,,1,1,1,3,5,6,8,26.0,368,2007,3,0,0
1152,2,30,1994,5,2,2,0,,1,1,1,4,4,4,1,26.0,564,2021,1,0,0
1153,1,35,1989,7,2,2,0,,1,1,1,7,3,4,2,49.0,86,2007,4,0,0
1154,1,55,1969,5,1,2,0,,1,1,2,12,5,1,2,39.0,702,2024,4,1,1
1155,1,59,1965,6,1,2,0,,1,1,1,15,7,12,8,36.0,751,2007,4,0,0
1156,1,26,1998,5,1,1,2,15.0,1,1,1,2,1,1,8,34.0,204,2016,4,0,0
1157,1,56,1968,6,1,2,0,,1,1,4,11,5,3,8,24.0,409,2022,4,0,0
1158,1,42,1982,7,1,1,3,15.0,1,1,3,2,7,6,8,41.0,455,2024,2,1,1
1159,1,46,1978,4,1,1,2,16.0,1,1,1,17,3,5,8,27.0,452,1998,4,0,0
1160,2,26,1998,4,1,1,1,10.0,1,1,1,5,3,1,2,33.0,542,2016,4,0,0
1161,1,50,1974,5,1,1,1,3.0,1,1,1,15,2,4,8,36.0,393,2009,4,0,0
1162,2,50,1974,5,1,1,2,18.0,1,1,2,14,2,10,8,32.0,918,2018,4,0,0
1163,2,49,1975,5,1,1,2,14.0,1,1,1,6,3,4,8,48.0,353,2000,3,0,0
1164,1,54,1970,5,1,1,1,10.0,1,1,4,6,6,11,2,45.0,875,2007,4,0,0
1165,1,60,1964,6,1,2,0,,1,1,3,6,2,5,3,35.0,714,2018,4,0,0
1166,2,56,1968,5,1,2,0,,1,1,1,9,2,1,8,47.0,670,2017,4,0,0
1167,2,52,1972,5,1,2,0,,1,1,1,8,7,2,3,39.0,248,2000,4,0,0
1168,1,62,1962,4,2,2,0,,1,1,4,12,7,10,8,55.0,474,2018,1,0,0
1169,2,49,1975,5,1,2,0,,1,1,2,8,2,5,8,35.0,433,2006,4,0,0
1170,1,49,1975,2,1,1,3,18.0,1,1,2,14,3,12,3,38.0,86,2001,4,0,0
1171,1,44,1980,5,1,1,1,3.0,1,1,1,8,3,10,2,43.0,164,1998,3,0,0
1172,2,53,1971,5,1,1,3,6.0,1,1,2,6,3,1,8,47.0,524,2017,2,0,0
1173,1,25,1999,5,1,1,3,4.0,1,1,3,6,2,4,8,57.0,486,2017,3,0,0
1174,2,43,1981,5,1,1,1,17.0,1,1,4,13,1,9,3,48.0,329,2017,4,0,0
1175,1,40,1984,5,1,1,1,19.0,1,1,1,3,5,1,8,49.0,769,2024,4,1,1
1176,2,59,1965,2,1,2,0,,1,1,1,5,1,12,8,56.0,281,2004,3,0,0
1177,1,25,1999,3,1,1,3,0.0,1,1,1,6,5,2,8,48.0,347,2017,4,0,0
1178,1,48,1976,7,1,1,2,5.0,1,1,2,11,1,10,8,48.0,306,2020,4,0,0
1179,1,30,1994,6,1,1,3,9.0,1,1,4,3,2,11,8,45.0,516,2012,4,0,0
1180,1,58,1966,5,1,1,2,15.0,1,1,1,8,1,7,8,27.0,117,2023,1,0,0
1181,2,57,1967,4,1,2,0,,1,1,1,12,3,10,8,36.0,383,2023,2,0,0
1182,1,32,1992,5,1,1,1,13.0,1,1,1,16,3,11,3,45.0,149,2010,3,0,0
1183,1,57,1967,5,1,1,1,13.0,1,1,2,8,3,9,8,41.0,358,2022,3,0,0
1184,1,42,1982,5,1,1,1,18.0,1,1,3,17,3,9,2,24.0,624,2011,3,0,0
1185,1,61,1963,3,1,1,2,16.0,1,1,1,11,7,5,8,42.0,657,2019,4,0,0
1186,2,52,1972,5,1,1,3,3.0,1,1,1,14,4,4,8,41.0,263,2005,4,0,0
1187,1,24,2000,4,2,2,0,,1,1,4,5,6,11,3,22.0,564,2018,4,0,0
1188,2,31,1993,5,2,2,0,,1,1,1,16,2,3,3,56.0,437,2011,4,0,0
1189,1,39,1985,4,2,2,0,,1,1,1,5,4,5,8,39.0,644,2022,4,0,0
1190,2,31,1993,5,1,2,0,,1,1,1,3,1,7,3,37.0,363,2011,4,0,0
1191,1,28,1996,5,2,2,0,,1,1,1,2,2,5,8,28.0,86,2014,4,0,0
1192,1,62,1962,4,1,1,1,12.0,1,1,1,12,1,5,8,42.0,541,2004,4,0,0
1193,2,57,1967,5,1,2,0,,1,1,2,11,1,8,3,43.0,344,2007,4,0,0
1194,2,40,1984,5,2,2,0,,1,1,1,4,2,4,8,42.0,312,2002,4,0,0
1195,2,31,1993,5,2,2,0,,1,1,2,15,2,12,8,26.0,416,2011,2,0,0
1196,1,30,1994,7,2,2,0,,1,1,2,5,3,3,3,46.0,186,2012,4,0,0
1197,1,59,1965,3,1,1,2,16.0,1,1,1,11,6,5,8,36.0,473,2005,4,0,0
1198,2,36,1988,6,1,1,3,11.0,1,1,1,9,2,11,8,45.0,475,2006,2,0,0
1199,1,23,2001,5,1,1,2,12.0,1,1,1,11,5,6,3,48.0,394,2022,3,0,0
1200,2,38,1986,5,1,1,3,5.0,1,1,1,13,3,9,8,36.0,314,2005,4,0,0
1201,2,41,1983,5,1,2,0,,1,1,2,16,3,8,8,34.0,541,2016,4,0,0
1202,2,47,1977,5,1,1,3,10.0,1,1,1,13,7,4,8,28.0,224,2002,4,0,0
1203,2,36,1988,2,1,2,0,,1,1,2,16,4,9,2,48.0,349,2009,4,0,0
1204,2,59,1965,7,1,1,3,18.0,1,1,1,15,2,3,8,30.0,402,1994,4,0,0
1205,1,48,1976,5,1,1,2,13.0,1,1,1,7,2,9,2,50.0,581,1994,4,0,0
1206,1,62,1962,5,1,1,1,15.0,1,1,1,10,2,2,8,48.0,322,2021,3,0,0
1207,2,37,1987,5,1,1,2,8.0,1,1,1,4,6,9,3,46.0,554,2005,4,0,0
1208,1,49,1975,2,1,2,0,,1,1,2,16,5,2,8,38.0,476,1994,4,0,0
1209,1,37,1987,4,1,1,1,13.0,1,1,3,17,2,11,8,44.0,517,2005,4,0,0
1210,1,50,1974,5,1,1,3,10.0,1,1,1,16,4,8,8,44.0,522,2007,4,0,0
1211,2,52,1972,5,1,1,1,0.0,1,1,2,13,4,1,3,39.0,674,2013,1,0,0
1212,2,35,1989,5,1,1,3,0.0,1,1,2,15,1,2,1,36.0,491,2007,4,0,0
1213,2,60,1964,5,1,2,0,,1,1,1,14,7,3,3,38.0,87,1995,4,0,0
1214,1,57,1967,5,1,2,0,,1,1,1,4,6,12,3,34.0,629,2008,4,0,0
1215,1,58,1966,6,1,1,2,14.0,1,1,1,5,4,8,8,47.0,435,1992,4,0,0
1216,1,31,1993,3,1,2,0,,1,1,1,10,6,4,3,59.0,508,2014,4,0,0
1217,1,51,1973,5,1,2,0,,1,1,4,8,1,4,8,33.0,345,2022,3,0,0
1218,2,27,1997,5,2,2,0,,1,1,1,13,7,1,8,44.0,98,2020,4,0,0
1219,2,27,1997,4,1,1,2,1.0,1,1,1,13,5,3,3,44.0,92,2022,4,0,0
1220,1,61,1963,4,1,2,0,,1,1,2,17,7,11,8,52.0,271,1993,3,0,0
1221,1,29,1995,4,2,2,0,,1,1,1,14,7,8,8,39.0,528,2013,4,0,0
1222,1,57,1967,4,1,1,1,18.0,1,1,2,1,5,5,2,37.0,718,2003,4,0,0
1223,2,40,1984,5,1,1,1,6.0,1,1,1,6,3,1,8,35.0,514,2009,4,0,0
1224,2,35,1989,3,2,2,0,,1,1,1,6,5,5,1,55.0,230,2007,3,0,0
1225,1,25,1999,5,1,2,0,,1,1,1,11,4,5,3,50.0,289,2018,4,0,0
1226,2,50,1974,3,1,1,3,14.0,1,1,1,6,3,2,1,31.0,887,2013,3,0,0
1227,1,51,1973,2,1,2,0,,1,1,1,17,5,8,2,52.0,165,2018,1,0,0
1228,1,41,1983,5,1,1,1,6.0,1,1,2,5,7,8,3,40.0,810,2013,3,0,0
1229,2,55,1969,4,1,1,1,18.0,1,1,2,8,2,12,8,40.0,919,2006,4,0,0
1230,1,35,1989,7,2,2,0,,1,1,2,14,4,5,8,31.0,926,2011,3,0,0
1231,1,45,1979,5,1,1,1,7.0,1,1,1,7,6,4,3,50.0,400,2009,4,0,0
1232,2,34,1990,4,2,2,0,,1,1,5,1,3,10,2,39.0,463,2015,2,0,0
1233,1,46,1978,4,1,2,0,,1,1,1,6,3,5,3,43.0,527,2011,4,0,0
1234,2,28,1996,5,2,2,0,,1,1,3,7,1,8,8,28.0,534,2024,2,1,1
1235,1,42,1982,5,2,2,0,,1,1,2,11,3,9,3,42.0,171,2024,2,1,1
1236,1,44,1980,5,1,1,2,0.0,1,1,1,13,5,11,8,25.0,219,1998,3,0,0
1237,1,45,1979,5,1,1,2,13.0,1,1,1,10,7,4,8,40.0,421,1997,3,0,0
1238,1,40,1984,5,1,1,2,17.0,1,1,2,7,4,8,8,36.0,271,2002,4,0,0
1239,1,48,1976,5,1,1,2,15.0,1,1,2,9,3,2,1,32.0,707,2021,2,0,0
1240,1,43,1981,6,1,2,0,,1,1,1,3,6,10,8,46.0,328,2007,3,0,0
1241,2,34,1990,5,2,2,0,,1,1,2,4,2,1,3,34.0,520,2008,3,0,0
1242,1,31,1993,4,2,2,0,,1,1,1,11,2,9,2,43.0,756,2011,4,0,0
1243,1,48,1976,5,1,1,2,8.0,1,1,1,15,4,3,2,41.0,579,2015,3,0,0
1244,1,60,1964,6,1,1,2,16.0,1,1,2,9,6,6,8,40.0,487,2003,4,0,0
1245,1,53,1971,5,1,2,0,,1,1,3,2,2,1,8,57.0,432,2022,2,0,0
1246,1,48,1976,7,1,1,2,12.0,1,1,1,17,1,9,8,46.0,234,2003,3,0,0
1247,2,59,1965,6,1,2,0,,1,1,1,6,6,6,8,47.0,555,2008,4,0,0
1248,1,58,1966,4,1,1,2,4.0,1,1,1,13,5,8,8,38.0,769,2001,3,0,0
1249,2,43,1981,5,2,2,0,,1,1,1,16,5,5,8,41.0,90,2001,4,0,0
1250,2,27,1997,5,2,2,0,,1,1,1,17,3,1,8,27.0,659,2015,3,0,0
1251,1,48,1976,5,1,1,2,6.0,1,1,1,2,1,7,8,34.0,334,2004,3,0,0
1252,1,47,1977,5,1,2,0,,1,1,2,4,3,9,8,37.0,530,2024,2,1,1
1253,1,34,1990,6,2,2,0,,1,1,1,11,4,8,2,42.0,444,2008,2,0,0
1254,2,56,1968,5,1,1,3,12.0,1,1,1,13,4,4,8,29.0,425,2019,3,0,0
1255,1,57,1967,5,1,1,3,13.0,1,1,1,15,7,9,8,44.0,454,1992,4,0,0
1256,2,36,1988,2,2,2,0,,1,1,1,10,2,7,3,39.0,236,2006,4,0,0
1257,2,42,1982,5,1,2,0,,1,1,1,3,3,3,8,42.0,442,2000,4,0,0
1258,2,30,1994,6,2,2,0,,1,1,1,13,2,2,2,49.0,437,2012,3,0,0
1259,1,30,1994,5,2,2,0,,1,1,1,12,4,4,8,31.0,204,2021,3,0,0
1260,2,33,1991,3,2,2,0,,1,1,1,8,6,1,2,38.0,249,2009,4,0,0
1261,1,37,1987,6,1,2,0,,1,1,1,11,7,9,8,38.0,162,2006,4,0,0
1262,1,33,1991,6,1,2,0,,1,1,3,4,2,1,8,34.0,358,2011,3,0,0
1263,1,29,1995,5,2,2,0,,1,1,1,14,4,1,8,40.0,552,2013,3,0,0
1264,2,40,1984,2,1,2,0,,1,1,1,1,6,2,3,38.0,319,2005,4,0,0
1265,2,47,1977,5,1,1,2,10.0,1,1,1,15,1,4,3,40.0,761,2011,3,0,0
