pkey,gender,age,birth_year,education,has_spouse_raw,has_child_raw,num_children,youngest_child_age,emp_status,work_style,contract_type,industry,firm_size,occupation,position,weekly_hours,annual_income,current_job_start_year,intention,ev_quit,ev_started_job
917,1,33,1989,5,1,2,0,,1,1,1,16,4,3,3,48.0,377,2018,4,0,0
918,1,22,2000,5,1,1,1,6.0,1,1,2,10,6,11,8,33.0,637,2018,3,0,0
919,1,49,1973,4,1,1,1,1.0,1,1,3,6,6,10,1,26.0,277,2005,3,0,0
920,2,53,1969,5,1,2,0,,1,1,1,7,4,5,1,20.0,385,1996,3,0,0
921,1,50,1972,5,1,1,1,11.0,1,1,1,15,1,5,8,47.0,367,2019,4,0,0
922,2,37,1985,5,1,1,2,5.0,1,1,2,12,2,4,2,50.0,607,2003,4,0,0
923,2,47,1975,5,1,1,3,10.0,1,1,2,14,5,6,2,43.0,310,2007,1,0,0
924,1,37,1985,5,2,2,0,,1,1,1,11,3,11,1,32.0,618,2004,4,0,0
925,1,35,1987,5,1,2,0,,1,1,1,17,4,11,8,30.0,537,2005,3,0,0
926,1,34,1988,4,1,1,2,6.0,1,1,1,12,3,2,3,36.0,374,2006,3,0,0
927,1,29,1993,4,1,1,1,2.0,1,1,1,7,1,2,8,47.0,767,2011,3,0,0
928,2,59,1963,6,1,1,3,7.0,1,1,4,5,4,1,8,38.0,294,2009,4,0,0
929,2,47,1975,5,1,1,1,7.0,1,1,4,1,4,8,3,28.0,173,2008,4,0,0
930,2,27,1995,7,1,1,1,18.0,1,1,1,14,6,4,8,33.0,560,2019,3,0,0
931,1,55,1967,4,1,1,2,3.0,1,1,1,16,1,10,8,41.0,80,2000,4,0,0
932,1,27,1995,5,2,2,0,,1,1,2,12,4,10,3,49.0,829,2013,1,0,0
933,1,44,1978,5,1,1,3,2.0,1,1,2,9,6,3,8,45.0,414,2004,4,0,0
934,2,27,1995,5,1,1,3,16.0,1,1,1,3,2,9,2,33.0,149,2013,4,0,0
935,2,35,1987,5,2,2,0,,1,1,1,11,3,10,8,40.0,241,2013,3,0,0
936,1,47,1975,5,1,2,0,,1,1,1,4,1,12,8,48.0,121,2015,4,0,0
937,2,60,1962,6,1,1,1,10.0,1,1,2,11,5,9,8,39.0,484,1994,3,0,0
938,1,60,1962,5,1,2,0,,1,1,2,6,6,5,8,27.0,179,1993,3,0,0
939,2,56,1966,3,1,1,3,19.0,1,1,1,15,4,12,8,34.0,543,1996,3,0,0
940,1,30,1992,4,1,2,0,,1,1,4,16,3,4,1,14.0,393,2020,3,0,0
941,1,24,1998,5,1,2,0,,1,1,2,4,6,10,2,42.0,362,2016,3,0,0
942,2,57,1965,5,1,2,0,,1,1,4,6,4,5,3,50.0,490,1999,4,0,0
943,1,57,1965,5,1,2,0,,1,1,1,16,3,12,8,52.0,559,2020,4,0,0
944,1,32,1990,5,2,2,0,,1,1,1,1,6,10,8,39.0,666,2008,4,0,0
945,1,21,2001,5,2,2,0,,1,1,4,9,2,8,8,33.0,225,2022,4,1,1
946,1,46,1976,5,1,2,0,,1,1,4,3,6,3,8,38.0,391,2012,4,0,0
947,2,24,1998,5,1,1,3,11.0,1,1,4,8,2,3,8,41.0,287,2016,3,0,0
948,2,22,2000,5,2,2,0,,1,1,3,1,4,12,3,50.0,476,2018,3,0,0
949,2,58,1964,5,1,1,1,7.0,1,1,1,3,2,10,8,43.0,325,1996,4,0,0
950,1,40,1982,6,1,1,2,15.0,1,1,1,7,5,7,8,26.0,319,2000,4,0,0
951,1,25,1997,5,2,2,0,,1,1,1,2,4,11,2,46.0,386,2015,3,0,0
952,1,47,1975,7,2,2,0,,1,1,4,14,2,10,8,25.0,483,1999,4,0,0
953,1,35,1987,3,2,2,0,,1,1,1,10,6,5,8,41.0,400,2005,4,0,0
954,1,42,1980,5,2,2,0,,1,1,2,8,7,10,1,53.0,598,1998,4,0,0
955,2,56,1966,5,1,1,1,4.0,1,1,4,9,1,10,8,27.0,463,2021,2,0,0
956,2,30,1992,5,1,1,2,15.0,1,1,5,15,4,6,1,39.0,333,2010,4,0,0
957,2,46,1976,4,2,2,0,,1,1,4,15,6,1,3,39.0,496,2011,2,0,0
958,1,54,1968,5,1,2,0,,1,1,1,1,6,9,1,40.0,199,2022,2,1,1
959,1,37,1985,5,2,2,0,,1,1,1,12,2,5,8,46.0,554,2016,1,0,0
960,1,59,1963,6,1,1,3,0.0,1,1,5,8,1,5,8,35.0,370,2001,1,0,0
961,1,38,1984,5,2,2,0,,1,1,1,14,4,9,8,45.0,500,2002,4,0,0
962,1,39,1983,4,2,2,0,,1,1,1,14,5,10,8,38.0,521,2009,3,0,0
963,1,56,1966,5,1,1,3,18.0,1,1,4,13,3,2,3,41.0,724,2001,3,0,0
964,1,46,1976,5,1,1,1,2.0,1,1,2,12,3,10,8,29.0,562,2012,4,0,0
965,2,55,1967,3,1,1,3,7.0,1,1,1,4,4,4,8,49.0,438,1999,3,0,0
966,1,52,1970,5,1,2,0,,1,1,1,15,4,7,2,41.0,323,2019,3,0,0
967,2,49,1973,5,1,2,0,,1,1,1,12,4,11,1,45.0,642,1995,4,0,0
968,1,30,1992,4,2,2,0,,1,1,4,5,5,3,8,49.0,402,2010,2,0,0
969,2,36,1986,5,2,2,0,,1,1,2,4,7,3,8,38.0,151,2006,4,0,0
970,1,55,1967,5,1,2,0,,1,1,1,9,6,12,8,38.0,391,1997,4,0,0
971,1,45,1977,5,1,1,1,9.0,1,1,1,6,1,5,8,26.0,445,2021,1,0,0
972,1,32,1990,5,2,2,0,,1,1,4,12,3,12,3,41.0,308,2008,2,0,0
973,1,34,1988,4,1,1,3,11.0,1,1,4,7,1,5,3,51.0,356,2006,4,0,0
974,2,52,1970,7,1,1,1,3.0,1,1,1,3,7,8,3,40.0,433,1992,3,0,0
975,1,28,1994,5,2,2,0,,1,1,2,7,5,7,2,33.0,346,2012,3,0,0
976,2,25,1997,2,2,2,0,,1,1,1,14,2,12,8,47.0,742,2015,4,0,0
977,1,51,1971,6,1,2,0,,1,1,1,15,6,7,3,29.0,198,2004,4,0,0
978,1,32,1990,4,1,1,1,2.0,1,1,1,6,4,7,8,35.0,818,2008,4,0,0
979,1,51,1971,5,1,2,0,,1,1,1,14,1,6,8,35.0,380,1994,4,0,0
980,1,42,1980,5,1,2,0,,1,1,1,2,2,5,2,47.0,584,2004,4,0,0
981,2,60,1962,7,1,1,1,5.0,1,1,1,17,6,6,8,42.0,489,2009,4,0,0
982,2,41,1981,7,1,1,2,6.0,1,1,1,14,3,6,8,35.0,106,2016,4,0,0
983,2,55,1967,4,1,1,2,4.0,1,1,1,1,4,10,2,36.0,240,2012,4,0,0
984,1,55,1967,5,2,2,0,,1,1,1,12,7,1,8,41.0,324,2004,3,0,0
985,1,29,1993,5,1,2,0,,1,1,2,9,3,7,2,42.0,664,2011,4,0,0
986,2,60,1962,5,1,1,3,13.0,1,1,1,16,1,7,3,41.0,168,2011,4,0,0
987,1,50,1972,5,1,1,1,18.0,1,1,1,5,1,10,8,35.0,307,2021,4,0,0
988,1,25,1997,3,1,2,0,,1,1,5,16,7,8,8,49.0,464,2015,1,0,0
989,1,21,2001,2,2,2,0,,1,1,1,15,5,6,2,53.0,471,2019,3,0,0
990,2,31,1991,3,1,1,2,18.0,1,1,4,5,3,2,8,51.0,541,2014,2,0,0
991,2,21,2001,3,1,1,3,1.0,1,1,2,8,1,5,8,50.0,252,2019,1,0,0
992,2,35,1987,4,1,1,1,5.0,1,1,2,11,5,4,3,59.0,154,2005,4,0,0
993,2,60,1962,6,1,2,0,,1,1,1,5,1,3,2,34.0,511,1996,4,0,0
994,1,40,1982,5,2,2,0,,1,1,1,17,1,9,3,35.0,680,2000,4,0,0
995,2,21,2001,5,2,2,0,,1,1,3,4,5,6,3,29.0,370,2019,4,0,0
996,1,40,1982,6,2,2,0,,1,1,3,5,5,10,8,38.0,209,2000,3,0,0
997,2,29,1993,5,2,2,0,,1,1,1,9,4,2,3,30.0,288,2011,4,0,0
998,1,55,1967,5,1,2,0,,1,1,2,9,7,12,3,51.0,474,2022,3,1,1
999,2,24,1998,6,2,2,0,,1,1,1,1,2,6,2,42.0,424,2016,1,0,0
1000,1,51,1971,5,1,1,2,17.0,1,1,4,16,4,4,8,37.0,774,2014,3,0,0
1001,1,38,1984,5,1,1,1,10.0,1,1,3,5,3,5,3,31.0,640,2002,3,0,0
1002,1,21,2001,6,2,2,0,,1,1,1,2,3,11,8,30.0,483,2019,4,0,0
1003,1,47,1975,5,1,2,0,,1,1,3,9,2,9,2,36.0,80,2022,2,1,1
1004,1,39,1983,5,1,1,3,10.0,1,1,4,16,6,3,8,53.0,354,2019,4,0,0
1005,2,51,1971,6,1,1,1,0.0,1,1,2,1,5,12,1,49.0,318,2014,3,0,0
1006,1,45,1977,5,1,2,0,,1,1,1,9,5,2,2,46.0,310,2018,3,0,0
1007,2,52,1970,6,2,2,0,,1,1,3,16,1,4,8,23.0,492,2021,3,0,0
1008,1,39,1983,3,1,1,3,6.0,1,1,2,16,1,9,8,39.0,474,2001,4,0,0
1009,2,21,2001,2,2,2,0,,1,1,1,3,6,7,8,38.0,130,2019,4,0,0
1010,1,26,1996,5,2,2,0,,1,1,4,11,5,6,2,34.0,541,2014,4,0,0
1011,2,39,1983,3,1,1,3,18.0,1,1,1,15,1,12,1,40.0,431,2005,4,0,0
1012,2,36,1986,7,2,2,0,,1,1,3,12,5,10,3,33.0,543,2004,4,0,0
1013,1,52,1970,2,1,2,0,,1,1,2,12,7,12,8,36.0,608,2001,2,0,0
1014,2,37,1985,5,2,2,0,,1,1,1,14,6,4,1,33.0,311,2017,2,0,0
1015,1,55,1967,4,1,1,1,1.0,1,1,5,8,2,11,3,35.0,753,2017,4,0,0
1016,1,28,1994,7,1,2,0,,1,1,1,2,3,3,3,14.0,426,2012,4,0,0
1017,2,36,1986,5,1,1,1,6.0,1,1,1,11,6,10,8,41.0,651,2010,3,0,0
1018,2,51,1971,2,1,2,0,,1,1,1,11,3,7,8,45.0,254,1996,2,0,0
1019,1,25,1997,2,1,1,1,15.0,1,1,1,15,6,8,8,34.0,720,2015,4,0,0
1020,1,33,1989,5,1,1,3,5.0,1,1,2,16,7,2,8,49.0,257,2012,4,0,0
1021,2,51,1971,7,1,1,3,8.0,1,1,1,6,3,11,2,33.0,770,2006,4,0,0
1022,2,44,1978,7,2,2,0,,1,1,4,17,5,4,3,30.0,278,2022,3,1,1
1023,2,52,1970,5,1,1,2,6.0,1,1,4,1,4,8,8,48.0,665,1996,4,0,0
1024,1,41,1981,5,1,1,1,16.0,1,1,2,17,4,2,8,36.0,353,2021,2,0,0
1025,2,55,1967,3,1,1,3,13.0,1,1,1,3,1,12,8,42.0,631,1996,4,0,0
1026,1,56,1966,5,1,1,3,15.0,1,1,2,11,7,4,8,28.0,454,2003,4,0,0
1027,2,59,1963,5,1,2,0,,1,1,1,12,4,10,8,39.0,224,1995,3,0,0
1028,1,25,1997,4,2,2,0,,1,1,3,11,2,10,8,37.0,86,2015,3,0,0
1029,2,44,1978,5,1,2,0,,1,1,1,17,5,7,2,37.0,834,1996,3,0,0
1030,1,25,1997,6,2,2,0,,1,1,4,10,3,2,8,37.0,428,2022,3,1,1
1031,2,30,1992,2,2,2,0,,1,1,1,3,6,4,8,41.0,80,2010,4,0,0
1032,2,33,1989,4,2,2,0,,1,1,1,11,6,8,2,41.0,412,2013,4,0,0
1033,1,46,1976,4,1,2,0,,1,1,5,5,3,7,8,44.0,581,2016,3,0,0
1034,2,38,1984,3,2,2,0,,1,1,1,11,5,8,8,24.0,319,2017,3,0,0
1035,1,55,1967,4,1,1,3,4.0,1,1,3,7,1,3,8,52.0,335,2004,4,0,0
1036,2,32,1990,5,1,2,0,,1,1,4,1,7,7,8,38.0,493,2008,4,0,0
1037,1,45,1977,3,1,1,3,19.0,1,1,1,11,4,2,8,36.0,566,2005,4,0,0
1038,1,51,1971,5,1,1,3,18.0,1,1,1,2,5,6,8,43.0,482,1993,3,0,0
1039,1,60,1962,6,1,1,2,11.0,1,1,1,6,5,2,2,39.0,702,1999,4,0,0
1040,1,30,1992,6,1,2,0,,1,1,3,11,3,8,8,41.0,631,2010,4,0,0
1041,1,50,1972,5,1,1,1,2.0,1,1,4,15,5,7,3,37.0,404,2000,4,0,0
1042,2,24,1998,4,2,2,0,,1,1,1,6,3,11,8,45.0,131,2016,1,0,0
1043,2,42,1980,3,1,1,1,2.0,1,1,2,6,5,6,8,27.0,492,1998,4,0,0
1044,2,37,1985,4,2,2,0,,1,1,1,6,1,2,8,42.0,514,2017,1,0,0
1045,1,59,1963,7,1,1,3,6.0,1,1,2,10,2,3,2,36.0,469,2004,4,0,0
1046,1,51,1971,7,1,2,0,,1,1,3,4,7,10,3,25.0,602,2008,4,0,0
1047,1,58,1964,5,1,1,1,13.0,1,1,4,9,6,12,2,49.0,538,1995,4,0,0
1048,2,55,1967,5,1,2,0,,1,1,1,14,1,1,3,37.0,489,2015,3,0,0
1049,2,37,1985,5,2,2,0,,1,1,1,2,2,9,8,48.0,299,2003,3,0,0
1050,1,50,1972,4,1,2,0,,1,1,1,17,4,6,3,46.0,519,2007,4,0,0
1051,2,22,2000,7,2,2,0,,1,1,1,10,1,4,8,34.0,885,2018,4,0,0
1052,1,43,1979,4,1,1,3,7.0,1,1,1,11,3,7,8,49.0,145,1998,4,0,0
1053,1,22,2000,5,2,2,0,,1,1,3,11,3,12,8,38.0,493,2018,3,0,0
1054,1,49,1973,5,1,1,3,12.0,1,1,1,17,1,3,8,35.0,738,1996,3,0,0
1055,1,59,1963,3,1,1,1,9.0,1,1,1,12,3,11,1,32.0,191,2016,4,0,0
1056,2,48,1974,5,1,1,1,3.0,1,1,2,16,3,2,8,34.0,588,2021,3,0,0
1057,2,54,1968,6,1,2,0,,1,1,1,5,1,9,8,43.0,738,2006,4,0,0
1058,1,30,1992,3,2,2,0,,1,1,1,4,5,1,8,34.0,154,2022,4,1,1
1059,1,60,1962,5,1,1,3,11.0,1,1,4,11,2,1,3,43.0,598,2018,3,0,0
1060,2,43,1979,5,1,1,1,7.0,1,1,1,3,1,1,3,36.0,367,1997,4,0,0
1061,2,47,1975,4,1,1,2,15.0,1,1,1,2,1,10,2,48.0,393,2020,4,0,0
1062,2,51,1971,2,1,1,1,18.0,1,1,1,4,7,7,3,37.0,394,2004,4,0,0
1063,1,46,1976,4,1,2,0,,1,1,1,5,1,9,3,39.0,646,2014,4,0,0
1064,2,33,1989,3,2,2,0,,1,1,1,2,7,2,8,39.0,419,2013,4,0,0
1065,1,45,1977,5,1,1,3,19.0,1,1,1,13,2,12,2,41.0,285,2015,4,0,0
1066,2,47,1975,6,1,1,3,17.0,1,1,1,10,1,10,1,40.0,362,2010,4,0,0
1067,1,55,1967,5,1,1,1,19.0,1,1,4,4,4,6,8,32.0,430,2001,3,0,0
1068,2,40,1982,6,1,1,1,7.0,1,1,1,5,7,11,8,55.0,242,2012,4,0,0
1069,1,41,1981,5,1,2,0,,1,1,1,16,1,2,2,45.0,345,2000,4,0,0
1070,1,41,1981,5,1,1,1,0.0,1,1,1,16,3,4,8,47.0,423,2008,4,0,0
1071,2,25,1997,5,2,2,0,,1,1,4,3,6,1,8,49.0,537,2015,4,0,0
1072,2,24,1998,4,1,1,3,7.0,1,1,1,11,1,2,3,38.0,621,2016,4,0,0
1073,1,21,2001,5,1,2,0,,1,1,3,6,2,11,8,47.0,523,2022,2,1,1
1074,2,47,1975,5,1,1,1,8.0,1,1,1,7,3,5,3,51.0,354,2006,4,0,0
1075,2,37,1985,5,1,1,3,3.0,1,1,4,11,6,8,3,51.0,268,2003,4,0,0
1076,1,55,1967,5,1,1,1,13.0,1,1,1,17,6,11,3,47.0,521,2008,3,0,0
1077,1,49,1973,4,1,1,1,5.0,1,1,1,10,5,10,8,38.0,448,1994,2,0,0
1078,1,26,1996,7,2,2,0,,1,1,1,17,5,5,8,51.0,394,2014,4,0,0
1079,2,25,1997,3,2,2,0,,1,1,1,14,1,5,3,30.0,493,2015,4,0,0
1080,1,35,1987,7,2,2,0,,1,1,2,14,2,2,3,35.0,530,2022,2,1,1
1081,1,57,1965,6,1,1,3,12.0,1,1,2,14,7,10,8,22.0,392,2010,4,0,0
1082,2,22,2000,6,2,2,0,,1,1,2,14,6,12,8,38.0,413,2020,1,0,0
1083,2,28,1994,5,2,2,0,,1,1,1,5,2,7,2,37.0,248,2020,2,0,0
1084,2,22,2000,4,2,2,0,,1,1,2,17,5,6,8,36.0,276,2018,4,0,0
1085,2,37,1985,5,1,1,2,2.0,1,1,1,16,6,11,8,38.0,587,2013,3,0,0
1086,2,60,1962,5,1,1,2,4.0,1,1,5,11,6,5,8,31.0,349,1995,4,0,0
1087,2,48,1974,5,1,1,3,3.0,1,1,2,13,7,5,8,45.0,167,2000,4,0,0
1088,2,40,1982,4,1,1,1,15.0,1,1,1,15,4,11,3,38.0,686,2000,3,0,0
1089,1,26,1996,4,1,1,1,8.0,1,1,3,3,1,5,8,37.0,279,2014,4,0,0
1090,1,35,1987,5,1,1,3,19.0,1,1,1,2,6,12,8,29.0,425,2018,4,0,0
1091,1,41,1981,5,2,2,0,,1,1,1,17,1,2,8,32.0,492,1999,3,0,0
1092,2,31,1991,5,2,2,0,,1,1,1,10,5,6,8,33.0,433,2009,3,0,0
1093,1,49,1973,6,1,1,2,13.0,1,1,2,13,6,6,3,44.0,82,2009,3,0,0
1094,1,60,1962,5,1,1,3,7.0,1,1,1,9,1,4,2,62.0,505,2003,4,0,0
1095,2,29,1993,5,1,1,3,18.0,1,1,1,9,6,12,2,42.0,601,2017,4,0,0
1096,1,31,1991,4,1,1,3,11.0,1,1,3,1,6,6,8,46.0,653,2009,4,0,0
1097,1,26,1996,5,1,1,2,9.0,1,1,1,5,5,11,8,47.0,86,2014,4,0,0
1098,2,50,1972,5,1,2,0,,1,1,2,2,3,3,8,27.0,836,2001,4,0,0
1099,2,39,1983,4,1,1,1,18.0,1,1,1,8,2,5,1,49.0,280,2022,4,1,1
1100,1,32,1990,2,1,1,3,16.0,1,1,1,1,5,6,1,42.0,217,2008,3,0,0
1101,1,29,1993,5,1,2,0,,1,1,3,14,2,7,8,49.0,607,2011,4,0,0
1102,1,23,1999,4,2,2,0,,1,1,1,5,5,3,8,32.0,521,2019,3,0,0
1103,2,40,1982,5,2,2,0,,1,1,2,13,2,4,8,42.0,422,2019,2,0,0
1104,2,48,1974,3,1,2,0,,1,1,2,1,3,8,3,46.0,363,2006,4,0,0
1105,1,30,1992,4,2,2,0,,1,1,3,1,4,4,8,39.0,732,2010,2,0,0
1106,2,21,2001,2,2,2,0,,1,1,1,8,2,10,1,31.0,456,2019,4,0,0
1107,1,39,1983,5,1,1,1,2.0,1,1,2,14,6,6,8,26.0,146,2015,1,0,0
1108,1,48,1974,5,1,1,3,4.0,1,1,1,14,5,12,2,46.0,684,2005,3,0,0
1109,2,34,1988,5,1,1,2,17.0,1,1,1,10,1,3,3,45.0,421,2006,3,0,0
1110,1,31,1991,3,1,2,0,,1,1,1,11,6,11,3,34.0,635,2016,4,0,0
1111,1,27,1995,7,1,1,2,15.0,1,1,1,12,6,6,2,46.0,607,2013,3,0,0
1112,1,50,1972,5,1,1,1,14.0,1,1,1,12,6,2,8,36.0,846,2002,3,0,0
1113,2,55,1967,5,1,2,0,,1,1,1,13,5,9,3,32.0,366,2010,4,0,0
1114,2,51,1971,5,1,2,0,,1,1,1,1,5,3,8,43.0,444,2020,4,0,0
1115,2,41,1981,6,1,1,2,1.0,1,1,2,8,3,2,3,26.0,586,2001,3,0,0
1116,1,49,1973,6,1,1,3,9.0,1,1,1,15,2,7,1,42.0,422,1999,4,0,0
1117,1,36,1986,5,1,1,1,2.0,1,1,1,8,2,10,8,26.0,573,2022,4,1,1
1118,2,21,2001,5,2,2,0,,1,1,1,3,3,4,8,31.0,92,2019,4,0,0
1119,1,35,1987,4,2,2,0,,1,1,1,12,3,8,8,37.0,420,2005,4,0,0
1120,2,49,1973,5,1,2,0,,1,1,2,6,6,1,8,46.0,474,2012,4,0,0
1121,2,46,1976,5,1,1,2,1.0,1,1,4,9,4,3,8,24.0,446,2021,3,0,0
1122,1,60,1962,2,1,1,1,16.0,1,1,1,9,3,10,8,46.0,251,1992,4,0,0
1123,2,60,1962,7,1,1,2,4.0,1,1,2,12,6,1,8,49.0,640,2015,4,0,0
1124,1,30,1992,6,1,1,2,15.0,1,1,1,16,6,5,8,42.0,298,2010,3,0,0
1125,1,21,2001,4,2,2,0,,1,1,4,12,7,7,3,39.0,471,2019,3,0,0
1126,2,31,1991,7,1,1,1,4.0,1,1,1,17,3,1,2,40.0,378,2009,4,0,0
1127,1,56,1966,5,1,1,1,8.0,1,1,1,1,2,12,8,28.0,457,2021,4,0,0
1128,2,53,1969,5,1,1,2,2.0,1,1,1,14,1,7,3,40.0,644,1992,4,0,0
1129,2,24,1998,6,1,2,0,,1,1,1,8,2,5,3,42.0,480,2016,4,0,0
1130,2,27,1995,5,1,1,3,15.0,1,1,2,13,5,12,8,69.0,564,2013,3,0,0
1131,2,43,1979,5,2,2,0,,1,1,1,2,6,7,8,50.0,453,1998,3,0,0
1132,1,47,1975,5,1,1,3,14.0,1,1,1,9,5,9,8,39.0,315,2017,2,0,0
1133,1,60,1962,3,1,1,3,5.0,1,1,1,1,7,2,3,32.0,391,1993,4,0,0
1134,2,51,1971,5,2,2,0,,1,1,5,12,5,2,3,43.0,411,2004,3,0,0
1135,2,29,1993,5,1,1,3,18.0,1,1,2,4,7,1,8,40.0,521,2016,3,0,0
1136,1,22,2000,5,2,2,0,,1,1,4,3,2,7,3,43.0,431,2018,4,0,0
1137,1,46,1976,3,1,1,2,14.0,1,1,3,2,3,11,8,32.0,306,2003,4,0,0
1138,1,43,1979,4,1,2,0,,1,1,4,5,6,11,2,27.0,360,2002,3,0,0
1139,1,57,1965,5,1,2,0,,1,1,1,17,5,7,8,43.0,146,2012,3,0,0
1140,2,44,1978,4,2,2,0,,1,1,1,17,4,1,8,36.0,427,1996,4,0,0
1141,1,41,1981,5,1,1,1,12.0,1,1,1,2,7,8,8,40.0,398,2014,3,0,0
1142,2,33,1989,5,1,1,2,10.0,1,1,1,17,6,8,8,31.0,765,2007,3,0,0
1143,2,24,1998,5,2,2,0,,1,1,2,10,3,8,1,49.0,697,2016,3,0,0
1144,2,56,1966,3,1,1,3,14.0,1,1,1,6,5,9,1,30.0,271,2019,4,0,0
1145,1,54,1968,6,1,1,1,19.0,1,1,1,17,3,7,2,47.0,454,2009,4,0,0
1146,1,27,1995,5,1,2,0,,1,1,2,5,3,9,1,39.0,496,2013,1,0,0
1147,2,49,1973,5,1,1,1,8.0,1,1,1,4,6,6,8,38.0,375,1998,4,0,0
1148,2,35,1987,5,1,2,0,,1,1,1,4,5,2,2,41.0,398,2005,4,0,0
1149,1,38,1984,5,2,2,0,,1,1,1,3,1,1,8,38.0,433,2002,2,0,0
1150,2,54,1968,5,1,1,3,8.0,1,1,2,9,5,11,8,37.0,830,2011,2,0,0
1151,1,54,1968,5,1,2,0,,1,1,1,3,5,6,1,40.0,342,2007,3,0,0
1152,2,28,1994,5,2,2,0,,1,1,1,4,4,4,3,36.0,490,2021,4,0,0
1153,1,33,1989,7,2,2,0,,1,1,1,7,3,4,8,42.0,80,2007,3,0,0
1154,1,53,1969,5,1,2,0,,1,1,2,12,5,1,8,50.0,550,2012,3,0,0
1155,1,57,1965,6,1,2,0,,1,1,1,15,7,12,8,60.0,711,2007,3,0,0
1156,1,24,1998,5,1,1,2,11.0,1,1,1,2,1,1,8,48.0,240,2016,2,0,0
1157,1,54,1968,6,1,2,0,,1,1,4,11,5,3,1,45.0,407,2022,2,1,1
1158,1,40,1982,7,1,1,2,3.0,1,1,3,2,7,6,8,23.0,492,2022,4,1,1
1159,1,44,1978,4,1,1,3,15.0,1,1,1,17,3,5,1,39.0,449,1998,3,0,0
1160,2,24,1998,4,1,1,1,18.0,1,1,1,5,3,1,8,35.0,468,2016,4,0,0
1161,1,48,1974,5,1,1,1,10.0,1,1,1,15,2,4,3,28.0,374,2009,3,0,0
1162,2,48,1974,5,1,1,1,12.0,1,1,2,14,2,10,3,48.0,821,2018,2,0,0
1163,2,47,1975,5,1,1,1,3.0,1,1,1,6,3,4,2,27.0,323,2000,4,0,0
1164,1,52,1970,5,1,1,1,16.0,1,1,4,6,6,11,8,33.0,948,2007,4,0,0
1165,1,58,1964,6,1,2,0,,1,1,3,6,2,5,8,26.0,656,2018,2,0,0
1166,2,54,1968,5,1,2,0,,1,1,1,9,2,1,2,39.0,639,2017,4,0,0
1167,2,50,1972,5,1,2,0,,1,1,1,8,7,2,8,49.0,259,2000,3,0,0
1168,1,60,1962,4,2,2,0,,1,1,4,12,7,10,1,30.0,470,2018,3,0,0
1169,2,47,1975,5,1,2,0,,1,1,2,8,2,5,8,36.0,462,2006,4,0,0
1170,1,47,1975,2,1,1,2,5.0,1,1,2,14,3,12,1,46.0,86,2001,4,0,0
1171,1,42,1980,5,1,1,2,0.0,1,1,1,8,3,10,2,50.0,151,1998,3,0,0
1172,2,51,1971,5,1,1,1,7.0,1,1,2,6,3,1,2,40.0,538,2017,4,0,0
1173,1,23,1999,5,1,1,3,9.0,1,1,3,6,2,4,2,30.0,493,2017,4,0,0
1174,2,41,1981,5,1,1,1,18.0,1,1,4,13,1,9,8,37.0,301,2017,4,0,0
1175,1,38,1984,5,1,1,1,8.0,1,1,1,3,5,1,8,37.0,613,2002,3,0,0
1176,2,57,1965,2,1,2,0,,1,1,1,5,1,12,8,35.0,281,2004,2,0,0
1177,1,23,1999,3,1,1,1,2.0,1,1,1,6,5,2,2,29.0,340,2017,4,0,0
1178,1,46,1976,7,1,1,2,18.0,1,1,2,11,1,10,2,46.0,328,2020,4,0,0
1179,1,28,1994,6,1,1,2,8.0,1,1,4,3,2,11,2,37.0,519,2012,4,0,0
1180,1,56,1966,5,1,1,3,15.0,1,1,1,8,1,7,8,25.0,124,2021,3,0,0
1181,2,55,1967,4,1,2,0,,1,1,1,12,3,10,3,45.0,367,2018,1,0,0
1182,1,30,1992,5,1,1,1,3.0,1,1,1,16,3,11,8,53.0,124,2010,3,0,0
1183,1,55,1967,5,1,1,2,11.0,1,1,2,8,3,9,3,42.0,365,2022,1,1,1
1184,1,40,1982,5,1,1,1,14.0,1,1,3,17,3,9,8,32.0,534,2011,2,0,0
1185,1,59,1963,3,1,1,2,5.0,1,1,1,11,7,5,8,57.0,625,2019,1,0,0
1186,2,50,1972,5,1,1,3,6.0,1,1,1,14,4,4,2,40.0,271,2005,4,0,0
1187,1,22,2000,4,2,2,0,,1,1,4,5,6,11,8,46.0,560,2018,1,0,0
1188,2,29,1993,5,2,2,0,,1,1,1,16,2,3,3,37.0,421,2011,4,0,0
1189,1,37,1985,4,2,2,0,,1,1,1,5,4,5,2,35.0,566,2022,1,1,1
1190,2,29,1993,5,1,2,0,,1,1,1,3,1,7,8,46.0,382,2011,4,0,0
1191,1,26,1996,5,2,2,0,,1,1,1,2,2,5,8,32.0,93,2014,1,0,0
1192,1,60,1962,4,1,1,2,5.0,1,1,1,12,1,5,3,37.0,520,2004,4,0,0
1193,2,55,1967,5,1,2,0,,1,1,2,11,1,8,3,39.0,371,2007,3,0,0
1194,2,38,1984,5,2,2,0,,1,1,1,4,2,4,2,50.0,372,2002,3,0,0
1195,2,29,1993,5,2,2,0,,1,1,2,15,2,12,1,29.0,443,2011,1,0,0
1196,1,28,1994,7,2,2,0,,1,1,2,5,3,3,2,48.0,166,2012,3,0,0
1197,1,57,1965,3,1,1,2,6.0,1,1,1,11,6,5,8,46.0,453,2005,3,0,0
1198,2,34,1988,6,1,1,2,8.0,1,1,1,9,2,11,8,45.0,469,2006,4,0,0
