pkey,gender,age,birth_year,education,has_spouse_raw,has_child_raw,num_children,youngest_child_age,emp_status,work_style,contract_type,industry,firm_size,occupation,position,weekly_hours,annual_income,current_job_start_year,intention,ev_quit,ev_started_job,year
2449,2,37,1984,3,1,2,0,,1,1,3,8,2,1,3,42.0,728,2017,4,0,0,2022
2450,2,39,1982,5,1,1,3,18.0,1,1,1,10,3,9,8,49.0,83,2000,3,0,0,2022
2451,2,51,1970,6,1,1,1,7.0,1,1,1,6,4,10,8,43.0,188,2005,4,0,0,2022
2452,2,37,1984,3,2,2,0,,1,1,3,6,5,4,8,41.0,376,2019,2,0,0,2022
2453,2,57,1964,4,1,2,0,,1,1,2,12,1,5,3,29.0,843,2009,3,0,0,2022
2454,2,25,1996,7,2,2,0,,1,1,2,6,1,5,3,49.0,609,2014,4,0,0,2022
2455,2,22,1999,4,1,2,0,,1,1,1,13,4,1,8,43.0,534,2017,3,0,0,2022
2456,1,20,2001,3,2,2,0,,1,1,3,13,3,7,8,36.0,205,2019,1,0,0,2022
2457,2,34,1987,7,1,2,0,,1,1,1,17,5,6,1,43.0,85,2005,4,0,0,2022
2458,1,27,1994,6,1,2,0,,1,1,1,3,6,12,3,51.0,422,2021,4,0,0,2022
2459,1,23,1998,5,2,2,0,,1,1,2,7,5,5,1,46.0,416,2016,3,0,0,2022
2460,1,29,1992,5,1,1,1,12.0,1,1,1,14,1,10,8,56.0,405,2012,4,0,0,2022
2461,2,58,1963,6,1,1,3,3.0,1,1,3,8,7,5,8,47.0,350,2010,3,0,0,2022
2462,2,52,1969,5,1,1,1,2.0,1,1,1,12,6,3,3,25.0,310,2018,4,0,0,2022
2463,1,20,2001,5,2,2,0,,1,1,1,13,1,5,1,50.0,224,2019,1,0,0,2022
2464,2,56,1965,6,1,1,2,0.0,1,1,1,16,6,11,3,26.0,656,2015,4,0,0,2022
2465,1,28,1993,5,1,1,3,6.0,1,1,3,4,7,4,3,51.0,273,2011,3,0,0,2022
2466,2,36,1985,5,2,2,0,,1,1,2,5,4,11,8,47.0,418,2012,3,0,0,2022
2467,2,33,1988,5,1,1,1,4.0,1,1,1,9,6,8,8,53.0,420,2021,1,0,0,2022
2468,2,36,1985,5,1,1,3,9.0,1,1,1,9,7,9,8,44.0,521,2009,3,0,0,2022
2469,2,50,1971,5,1,1,1,6.0,1,1,1,16,7,10,8,42.0,301,2006,3,0,0,2022
2470,1,48,1973,5,1,1,2,9.0,1,1,1,1,7,7,8,50.0,600,2007,4,0,0,2022
2471,1,43,1978,5,1,1,3,4.0,1,1,2,5,2,8,8,31.0,333,1996,1,0,0,2022
2472,2,45,1976,6,1,2,0,,1,1,1,16,1,1,3,40.0,389,2006,3,0,0,2022
2473,2,49,1972,5,2,2,0,,1,1,1,11,5,9,8,38.0,733,1998,4,0,0,2022
2474,1,27,1994,2,1,1,2,8.0,1,1,1,12,5,9,8,37.0,241,2012,4,0,0,2022
2475,1,35,1986,4,1,2,0,,1,1,1,5,4,2,8,35.0,632,2017,4,0,0,2022
2476,1,24,1997,4,1,2,0,,1,1,2,11,2,7,8,41.0,653,2015,4,0,0,2022
2477,1,48,1973,5,1,1,1,9.0,1,1,2,7,7,7,1,46.0,533,2005,3,0,0,2022
2478,1,37,1984,5,2,2,0,,1,1,1,13,3,4,3,52.0,386,2009,4,0,0,2022
2479,1,45,1976,4,2,2,0,,1,1,4,2,6,1,8,38.0,727,1999,4,0,0,2022
2480,2,42,1979,6,1,1,3,16.0,1,1,1,5,5,1,2,37.0,416,1997,4,0,0,2022
2481,1,30,1991,2,2,2,0,,1,1,3,11,7,3,3,17.0,533,2019,3,0,0,2022
2482,1,25,1996,4,2,2,0,,1,1,2,11,5,3,8,52.0,358,2019,2,0,0,2022
2483,1,58,1963,6,1,2,0,,1,1,1,15,5,3,8,29.0,482,2013,4,0,0,2022
2484,1,31,1990,5,2,2,0,,1,1,3,14,6,8,8,44.0,566,2008,4,0,0,2022
2485,2,24,1997,5,2,2,0,,1,1,1,1,1,6,8,42.0,358,2020,4,0,0,2022
2486,1,32,1989,6,1,1,1,17.0,1,1,2,2,5,2,2,48.0,81,2016,3,0,0,2022
2487,2,56,1965,6,1,1,3,9.0,1,1,1,7,5,2,8,33.0,585,2009,4,0,0,2022
2488,2,30,1991,3,2,2,0,,1,1,1,17,6,8,8,45.0,244,2010,3,0,0,2022
2489,1,59,1962,5,1,1,2,1.0,1,1,4,9,2,12,3,53.0,494,1996,3,0,0,2022
2490,2,38,1983,5,1,1,3,6.0,1,1,1,16,5,10,8,42.0,443,2005,1,0,0,2022
2491,2,54,1967,4,1,2,0,,1,1,1,2,2,10,3,33.0,558,1995,4,0,0,2022
2492,1,46,1975,6,1,1,3,14.0,1,1,1,17,1,4,8,28.0,243,1999,4,0,0,2022
2493,1,21,2000,5,2,2,0,,1,1,1,2,5,9,8,52.0,338,2018,4,0,0,2022
2494,2,40,1981,6,2,2,0,,1,1,3,14,1,1,8,36.0,394,1999,3,0,0,2022
2495,2,36,1985,5,2,2,0,,1,1,2,15,1,3,8,38.0,168,2003,4,0,0,2022
2496,1,28,1993,5,2,2,0,,1,1,4,6,4,2,8,60.0,642,2011,4,0,0,2022
2497,2,41,1980,4,1,1,1,19.0,1,1,1,6,7,3,8,47.0,132,1998,4,0,0,2022
2498,1,24,1997,6,2,2,0,,1,1,1,10,6,5,8,49.0,677,2015,4,0,0,2022
2499,2,47,1974,5,1,1,1,10.0,1,1,1,13,1,1,1,53.0,457,2015,4,0,0,2022
2500,1,52,1969,2,1,2,0,,1,1,1,3,1,10,8,28.0,432,1998,3,0,0,2022
2501,1,23,1998,2,2,2,0,,1,1,2,5,4,9,8,52.0,468,2016,4,0,0,2022
2502,2,39,1982,5,2,2,0,,1,1,1,13,4,8,8,53.0,492,2015,4,0,0,2022
2503,2,46,1975,4,2,2,0,,1,1,1,14,1,3,1,36.0,343,1999,4,0,0,2022
2504,2,22,1999,5,1,1,2,0.0,1,1,4,3,2,11,8,46.0,448,2017,2,0,0,2022
2505,1,35,1986,5,2,2,0,,1,1,1,16,1,1,8,48.0,575,2005,4,0,0,2022
2506,1,30,1991,4,2,2,0,,1,1,1,15,4,12,8,34.0,257,2009,4,0,0,2022
2507,2,21,2000,5,1,1,1,10.0,1,1,2,15,5,9,3,47.0,486,2018,2,0,0,2022
2508,2,52,1969,4,1,2,0,,1,1,1,5,3,3,8,35.0,80,2009,4,0,0,2022
2509,1,37,1984,6,2,2,0,,1,1,3,12,5,3,8,61.0,89,2013,3,0,0,2022
2510,2,50,1971,6,1,1,2,18.0,1,1,2,3,2,9,2,41.0,598,2005,4,0,0,2022
2511,1,43,1978,4,1,1,2,3.0,1,1,1,4,6,10,8,45.0,376,2017,2,0,0,2022
2512,1,55,1966,5,1,1,1,3.0,1,1,1,2,1,6,8,27.0,275,2018,4,0,0,2022
2513,1,59,1962,5,1,1,1,18.0,1,1,1,9,4,1,3,43.0,376,2001,3,0,0,2022
2514,1,44,1977,7,1,1,1,1.0,1,1,2,13,3,6,8,50.0,367,2020,4,0,0,2022
2515,1,34,1987,5,1,1,1,19.0,1,1,1,4,4,6,2,33.0,255,2009,4,0,0,2022
2516,2,36,1985,5,2,2,0,,1,1,2,4,4,4,3,36.0,133,2003,4,0,0,2022
2517,1,53,1968,6,1,1,2,7.0,1,1,1,5,5,11,8,34.0,80,1992,2,0,0,2022
2518,1,37,1984,4,1,2,0,,1,1,1,4,7,5,2,31.0,589,2016,4,0,0,2022
2519,1,40,1981,5,1,2,0,,1,1,1,15,4,3,8,30.0,381,1999,2,0,0,2022
2520,1,27,1994,3,2,2,0,,1,1,1,3,2,9,8,48.0,568,2012,4,0,0,2022
2521,1,59,1962,5,1,1,2,3.0,1,1,1,5,4,8,1,30.0,361,2016,4,0,0,2022
2522,2,46,1975,5,1,1,2,17.0,1,1,1,6,4,8,2,26.0,468,2006,4,0,0,2022
2523,1,33,1988,7,1,1,2,9.0,1,1,4,4,7,7,1,36.0,401,2007,4,0,0,2022
2524,2,43,1978,5,1,1,1,13.0,1,1,1,17,4,4,8,40.0,410,2010,4,0,0,2022
2525,2,36,1985,3,2,2,0,,1,1,2,4,7,4,3,45.0,434,2009,4,0,0,2022
2526,1,26,1995,6,2,2,0,,1,1,1,9,5,2,8,33.0,338,2019,4,0,0,2022
2527,2,54,1967,6,1,1,2,9.0,1,1,2,10,5,3,8,35.0,207,2014,4,0,0,2022
2528,2,55,1966,5,1,1,3,9.0,1,1,1,5,3,7,8,44.0,596,2016,2,0,0,2022
2529,2,53,1968,5,1,2,0,,1,1,2,9,2,5,8,47.0,769,1994,3,0,0,2022
2530,2,34,1987,4,1,2,0,,1,1,1,3,1,9,8,50.0,701,2007,4,0,0,2022
2531,2,30,1991,5,2,2,0,,1,1,1,9,4,10,2,44.0,332,2009,3,0,0,2022
2532,2,21,2000,2,2,2,0,,1,1,1,1,7,7,3,27.0,273,2018,3,0,0,2022
2533,2,49,1972,4,1,1,1,13.0,1,1,1,8,1,2,3,33.0,323,1995,4,0,0,2022
2534,1,33,1988,6,1,1,1,7.0,1,1,1,7,7,1,8,50.0,395,2006,1,0,0,2022
2535,2,55,1966,5,1,2,0,,1,1,1,6,7,3,8,54.0,394,2001,4,0,0,2022
2536,2,54,1967,4,1,1,3,0.0,1,1,4,2,4,4,3,39.0,252,2012,3,0,0,2022
2537,2,25,1996,3,2,2,0,,1,1,1,17,3,1,3,39.0,155,2014,3,0,0,2022
2538,1,56,1965,6,1,2,0,,1,1,1,1,5,10,3,32.0,439,1993,3,0,0,2022
2539,1,25,1996,3,1,1,3,12.0,1,1,3,3,6,5,3,51.0,87,2014,4,0,0,2022
2540,1,39,1982,4,1,2,0,,1,1,2,2,1,9,1,32.0,398,2013,4,0,0,2022
2541,1,38,1983,4,1,1,3,1.0,1,1,1,17,4,3,8,56.0,266,2011,4,0,0,2022
2542,1,58,1963,2,1,1,2,3.0,1,1,1,6,1,1,8,39.0,617,2012,4,0,0,2022
2543,1,46,1975,5,1,2,0,,1,1,1,8,5,2,8,33.0,668,1998,4,0,0,2022
2544,1,55,1966,7,1,1,1,14.0,1,1,1,13,1,6,2,26.0,615,1993,4,0,0,2022
2545,1,43,1978,5,2,2,0,,1,1,1,1,3,6,8,38.0,342,1996,4,0,0,2022
2546,1,53,1968,5,1,1,1,16.0,1,1,2,2,6,6,8,39.0,210,1996,4,0,0,2022
2547,2,54,1967,5,1,1,2,9.0,1,1,3,4,6,12,1,37.0,251,2011,3,0,0,2022
2548,1,54,1967,5,1,1,3,3.0,1,1,1,12,2,8,1,40.0,498,2012,3,0,0,2022
2549,1,36,1985,5,1,1,1,18.0,1,1,1,17,4,9,8,51.0,131,2003,4,0,0,2022
2550,1,35,1986,5,2,2,0,,1,1,1,11,2,2,8,45.0,686,2010,4,0,0,2022
2551,1,59,1962,5,1,1,3,15.0,1,1,1,15,5,6,8,42.0,336,2015,4,0,0,2022
2552,1,50,1971,5,1,1,2,6.0,1,1,1,15,1,8,8,49.0,507,1996,3,0,0,2022
2553,2,56,1965,5,1,1,1,6.0,1,1,2,5,6,8,8,33.0,109,2007,4,0,0,2022
2554,2,43,1978,5,2,2,0,,1,1,1,4,1,12,8,46.0,266,2019,4,0,0,2022
2555,1,57,1964,5,1,1,3,14.0,1,1,4,3,5,6,1,46.0,85,1995,4,0,0,2022
2556,2,48,1973,3,2,2,0,,1,1,1,14,3,5,3,52.0,733,2013,1,0,0,2022
2557,1,49,1972,5,1,1,3,8.0,1,1,1,12,2,12,8,29.0,405,2012,3,0,0,2022
2558,1,27,1994,5,2,2,0,,1,1,1,15,4,5,8,33.0,463,2012,4,0,0,2022
2559,1,42,1979,4,1,1,2,12.0,1,1,2,9,1,7,8,34.0,409,2013,3,0,0,2022
2560,1,49,1972,6,1,2,0,,1,1,1,17,5,1,8,44.0,521,1997,4,0,0,2022
2561,2,50,1971,5,1,1,3,12.0,1,1,1,16,5,2,8,42.0,365,2001,4,0,0,2022
2562,2,58,1963,4,1,2,0,,1,1,1,14,4,1,2,45.0,385,2005,4,0,0,2022
2563,2,33,1988,6,2,2,0,,1,1,2,14,3,6,3,23.0,406,2015,2,0,0,2022
2564,1,32,1989,4,1,2,0,,1,1,4,3,4,12,1,52.0,477,2007,1,0,0,2022
2565,2,58,1963,5,1,2,0,,1,1,1,13,7,1,3,42.0,516,2013,2,0,0,2022
2566,1,59,1962,5,1,2,0,,1,1,1,17,6,12,8,44.0,1017,1993,4,0,0,2022
2567,1,27,1994,6,2,2,0,,1,1,1,5,1,11,2,43.0,809,2012,1,0,0,2022
2568,1,35,1986,5,1,1,2,5.0,1,1,1,14,3,1,8,35.0,112,2018,3,0,0,2022
2569,2,57,1964,5,1,1,2,3.0,1,1,5,6,1,1,8,44.0,378,2006,4,0,0,2022
2570,2,27,1994,5,2,2,0,,1,1,1,4,2,11,8,41.0,352,2012,1,0,0,2022
2571,1,51,1970,5,1,1,3,15.0,1,1,2,13,6,8,8,41.0,648,2006,1,0,0,2022
2572,2,24,1997,6,2,2,0,,1,1,4,3,6,3,8,44.0,382,2018,4,0,0,2022
2573,2,27,1994,6,1,1,3,14.0,1,1,2,9,4,12,8,39.0,509,2017,2,0,0,2022
2574,2,51,1970,5,1,1,1,18.0,1,1,1,16,5,7,8,29.0,80,2000,4,0,0,2022
2575,1,44,1977,7,1,2,0,,1,1,2,3,3,8,2,39.0,163,2006,3,0,0,2022
2576,2,42,1979,5,1,1,1,17.0,1,1,1,3,4,9,8,53.0,813,2005,4,0,0,2022
2577,2,54,1967,2,1,2,0,,1,1,1,17,6,3,8,36.0,439,2013,4,0,0,2022
2578,2,32,1989,4,2,2,0,,1,1,5,14,2,5,8,41.0,250,2014,1,0,0,2022
2579,1,40,1981,5,2,2,0,,1,1,1,8,3,2,1,47.0,489,2009,4,0,0,2022
2580,2,44,1977,4,1,1,2,8.0,1,1,1,7,1,7,3,57.0,243,2005,3,0,0,2022
2581,1,49,1972,5,1,2,0,,1,1,1,17,2,12,1,38.0,409,2007,3,0,0,2022
2582,2,33,1988,5,1,1,2,19.0,1,1,1,13,1,8,8,30.0,149,2006,3,0,0,2022
2583,1,45,1976,5,1,2,0,,1,1,2,16,6,9,8,45.0,288,2016,4,0,0,2022
2584,1,37,1984,2,1,1,3,17.0,1,1,2,2,6,3,1,34.0,348,2007,3,0,0,2022
2585,1,41,1980,6,1,1,3,7.0,1,1,2,10,3,7,3,42.0,620,2014,1,0,0,2022
2586,1,54,1967,5,1,1,3,9.0,1,1,1,13,5,12,8,45.0,534,2021,4,0,0,2022
2587,1,35,1986,3,2,2,0,,1,1,1,1,2,2,8,36.0,585,2009,2,0,0,2022
2588,1,46,1975,5,1,1,1,7.0,1,1,1,9,1,3,2,38.0,407,2020,2,0,0,2022
2589,1,57,1964,5,1,1,2,13.0,1,1,1,1,4,9,8,47.0,634,2010,3,0,0,2022
2590,1,50,1971,5,1,1,2,1.0,1,1,2,16,2,1,1,49.0,244,2003,4,0,0,2022
2591,2,59,1962,5,1,1,3,11.0,1,1,2,12,6,3,3,40.0,303,2010,4,0,0,2022
2592,2,43,1978,2,2,2,0,,1,1,3,4,2,12,3,41.0,474,2001,1,0,0,2022
2593,2,31,1990,6,1,1,2,3.0,1,1,2,9,6,1,2,31.0,361,2013,4,0,0,2022
2594,1,59,1962,5,1,1,3,9.0,1,1,1,2,2,6,2,41.0,425,2009,4,0,0,2022
2595,1,45,1976,3,1,1,3,2.0,1,1,2,14,1,4,3,37.0,387,1995,1,0,0,2022
2596,2,29,1992,5,2,2,0,,1,1,2,4,4,5,1,41.0,544,2014,3,0,0,2022
2597,1,32,1989,5,2,2,0,,1,1,4,11,2,4,8,51.0,689,2007,2,0,0,2022
2598,1,30,1991,5,2,2,0,,1,1,1,2,3,4,8,31.0,326,2009,4,0,0,2022
2599,2,53,1968,5,1,1,3,6.0,1,1,2,3,3,10,8,49.0,104,2011,3,0,0,2022
2600,2,23,1998,5,2,2,0,,1,1,1,17,7,1,1,42.0,292,2016,2,0,0,2022
2601,1,49,1972,5,1,2,0,,1,1,2,7,4,2,3,40.0,257,2001,4,0,0,2022
2602,2,42,1979,3,1,2,0,,1,1,4,3,6,4,3,33.0,520,2019,3,0,0,2022
2603,1,22,1999,4,2,2,0,,1,1,4,12,5,10,3,42.0,531,2017,4,0,0,2022
2604,2,44,1977,7,1,1,1,0.0,1,1,1,4,7,5,8,57.0,249,2009,3,0,0,2022
2605,1,50,1971,5,1,1,3,12.0,1,1,1,11,4,1,8,20.0,307,2015,4,0,0,2022
2606,1,49,1972,5,1,1,3,16.0,1,1,2,14,7,7,2,24.0,162,2005,3,0,0,2022
2607,2,41,1980,4,1,1,1,13.0,1,1,2,12,7,8,1,39.0,461,2003,4,0,0,2022
2608,1,33,1988,5,1,1,1,3.0,1,1,4,5,7,6,8,43.0,437,2006,3,0,0,2022
2609,2,26,1995,4,2,2,0,,1,1,1,5,5,2,8,48.0,595,2013,3,0,0,2022
2610,1,20,2001,4,2,2,0,,1,1,3,4,7,11,8,44.0,493,2019,2,0,0,2022
2611,2,34,1987,4,2,2,0,,1,1,2,11,6,11,2,27.0,545,2005,1,0,0,2022
2612,2,45,1976,5,2,2,0,,1,1,1,12,3,11,8,45.0,142,2015,4,0,0,2022
2613,1,21,2000,5,1,1,2,3.0,1,1,1,9,2,12,8,39.0,307,2018,4,0,0,2022
2614,2,59,1962,3,1,1,2,16.0,1,1,2,7,2,4,8,47.0,640,1997,4,0,0,2022
2615,1,43,1978,3,1,1,2,13.0,1,1,1,2,5,6,3,34.0,358,2016,2,0,0,2022
2616,1,31,1990,5,2,2,0,,1,1,2,15,2,12,8,28.0,111,2013,4,0,0,2022
2617,1,58,1963,5,1,2,0,,1,1,1,12,2,6,3,36.0,565,2015,4,0,0,2022
2618,2,27,1994,5,1,1,3,12.0,1,1,1,11,5,11,1,44.0,315,2012,3,0,0,2022
2619,2,58,1963,4,1,2,0,,1,1,1,2,3,8,8,43.0,663,2011,4,0,0,2022
2620,2,31,1990,5,2,2,0,,1,1,5,5,5,12,8,40.0,387,2012,4,0,0,2022
2621,2,35,1986,6,1,1,3,1.0,1,1,2,6,7,1,8,35.0,309,2004,3,0,0,2022
2622,2,37,1984,5,1,1,1,4.0,1,1,2,11,1,9,8,39.0,708,2002,3,0,0,2022
2623,1,59,1962,4,1,2,0,,1,1,2,14,5,10,8,52.0,199,2021,3,0,0,2022
2624,2,30,1991,5,1,2,0,,1,1,1,15,6,3,3,60.0,616,2009,4,0,0,2022
2625,2,58,1963,5,1,1,3,19.0,1,1,4,9,1,9,8,43.0,307,2000,4,0,0,2022
2626,1,33,1988,2,2,2,0,,1,1,1,7,6,3,8,48.0,497,2006,4,0,0,2022
2627,2,31,1990,5,1,2,0,,1,1,1,7,4,11,8,34.0,429,2019,4,0,0,2022
2628,1,45,1976,6,1,1,2,3.0,1,1,1,13,5,11,8,51.0,350,2020,4,0,0,2022
2629,1,47,1974,5,1,1,1,0.0,1,1,1,6,1,1,8,37.0,296,2011,4,0,0,2022
2630,1,33,1988,6,2,2,0,,1,1,2,8,4,7,8,30.0,328,2006,4,0,0,2022
2631,1,25,1996,5,2,2,0,,1,1,1,14,3,5,3,49.0,233,2014,3,0,0,2022
2632,1,35,1986,5,1,2,0,,1,1,2,10,2,11,8,41.0,706,2004,4,0,0,2022
2633,2,41,1980,2,2,2,0,,1,1,4,8,6,4,2,51.0,335,2014,4,0,0,2022
2634,2,21,2000,5,1,2,0,,1,1,1,13,4,9,2,47.0,608,2018,1,0,0,2022
2635,1,23,1998,3,1,1,1,10.0,1,1,1,5,7,2,3,30.0,622,2016,4,0,0,2022
2636,1,56,1965,5,1,1,3,7.0,1,1,2,2,2,3,3,41.0,511,2007,4,0,0,2022
2637,1,21,2000,4,2,2,0,,1,1,1,14,6,12,8,33.0,434,2018,1,0,0,2022
2638,1,36,1985,5,1,1,1,12.0,1,1,2,8,5,5,3,50.0,525,2003,4,0,0,2022
2639,2,50,1971,5,1,1,3,13.0,1,1,1,6,5,10,8,41.0,537,2016,4,0,0,2022
2640,1,33,1988,2,1,1,2,19.0,1,1,1,2,3,12,3,35.0,436,2006,4,0,0,2022
2641,2,39,1982,4,2,2,0,,1,1,1,16,5,12,3,24.0,137,2000,4,0,0,2022
2642,2,23,1998,7,2,2,0,,1,1,1,13,2,1,8,49.0,89,2016,3,0,0,2022
2643,2,51,1970,3,1,1,3,3.0,1,1,1,5,6,3,2,37.0,721,2007,4,0,0,2022
2644,2,45,1976,5,1,2,0,,1,1,1,11,4,9,2,38.0,80,2009,1,0,0,2022
2645,1,54,1967,5,1,1,3,11.0,1,1,1,8,4,12,2,44.0,476,2013,2,0,0,2022
2646,2,54,1967,5,1,1,1,3.0,1,1,4,6,5,12,2,33.0,362,2002,4,0,0,2022
2647,2,34,1987,5,1,2,0,,1,1,1,6,1,9,8,28.0,443,2012,4,0,0,2022
2648,2,21,2000,4,2,2,0,,1,1,1,2,3,2,1,42.0,224,2018,4,0,0,2022
2649,2,33,1988,5,1,1,2,5.0,1,1,1,17,2,9,8,33.0,487,2020,4,0,0,2022
2650,2,25,1996,5,2,2,0,,1,1,1,16,7,4,8,39.0,411,2014,4,0,0,2022
2651,2,41,1980,5,1,1,3,14.0,1,1,1,15,3,10,8,33.0,930,1998,4,0,0,2022
2652,1,25,1996,6,1,2,0,,1,1,2,6,1,7,8,29.0,429,2014,2,0,0,2022
2653,2,56,1965,7,1,2,0,,1,1,1,17,1,3,3,27.0,720,1996,3,0,0,2022
2654,2,44,1977,3,1,1,3,8.0,1,1,2,5,7,11,8,41.0,161,2003,3,0,0,2022
2655,1,30,1991,5,1,2,0,,1,1,1,15,2,12,1,49.0,530,2009,4,0,0,2022
2656,2,56,1965,4,1,1,2,18.0,1,1,1,2,1,7,8,48.0,490,1998,4,0,0,2022
2657,1,50,1971,4,1,1,2,1.0,1,1,1,6,2,10,3,40.0,487,1997,4,0,0,2022
2658,2,37,1984,5,1,1,1,16.0,1,1,2,10,2,1,8,51.0,436,2006,3,0,0,2022
2659,1,25,1996,5,2,2,0,,1,1,4,17,1,4,8,36.0,776,2019,2,0,0,2022
2660,1,33,1988,5,1,1,3,2.0,1,1,1,5,7,2,2,47.0,437,2010,4,0,0,2022
2661,2,43,1978,4,1,1,2,2.0,1,1,4,8,1,4,8,36.0,302,1996,3,0,0,2022
2662,1,50,1971,4,1,1,3,8.0,1,1,1,15,6,5,1,34.0,302,1999,4,0,0,2022
2663,1,30,1991,7,1,1,3,12.0,1,1,1,9,6,6,8,46.0,524,2021,4,0,0,2022
2664,1,49,1972,6,1,1,3,13.0,1,1,2,12,5,4,8,43.0,572,2019,1,0,0,2022
2665,1,31,1990,3,2,2,0,,1,1,1,8,1,7,2,45.0,133,2008,4,0,0,2022
2666,2,29,1992,5,1,2,0,,1,1,1,1,6,3,8,28.0,496,2010,4,0,0,2022
2667,2,37,1984,5,1,1,3,12.0,1,1,1,5,3,5,8,48.0,220,2002,2,0,0,2022
2668,1,26,1995,5,1,1,3,1.0,1,1,2,10,3,11,3,45.0,493,2013,3,0,0,2022
2669,2,36,1985,5,1,1,1,8.0,1,1,1,1,2,7,8,37.0,291,2020,3,0,0,2022
2670,1,34,1987,6,2,2,0,,1,1,4,4,6,1,2,45.0,376,2005,2,0,0,2022
2671,2,31,1990,3,1,1,3,12.0,1,1,1,17,5,4,2,49.0,346,2018,3,0,0,2022
2672,1,51,1970,5,1,2,0,,1,1,4,1,2,10,2,34.0,719,1995,4,0,0,2022
2673,1,33,1988,7,1,1,1,1.0,1,1,1,5,3,3,8,34.0,450,2006,4,0,0,2022
2674,1,47,1974,4,1,2,0,,1,1,2,11,6,12,2,38.0,678,2006,3,0,0,2022
2675,2,48,1973,3,1,2,0,,1,1,1,10,7,4,8,22.0,968,2006,4,0,0,2022
2676,1,46,1975,5,1,1,3,15.0,1,1,1,4,7,8,8,43.0,419,2007,4,0,0,2022
2677,1,30,1991,5,1,2,0,,1,1,1,2,1,6,8,47.0,787,2009,4,0,0,2022
2678,2,53,1968,5,1,1,2,13.0,1,1,2,16,7,8,8,45.0,309,1997,4,0,0,2022
2679,2,29,1992,5,1,2,0,,1,1,1,10,4,10,3,44.0,692,2013,4,0,0,2022
2680,1,31,1990,5,2,2,0,,1,1,1,10,6,2,2,48.0,295,2013,3,0,0,2022
2681,2,54,1967,3,1,1,3,18.0,1,1,5,1,3,5,8,39.0,412,1992,4,0,0,2022
2682,2,33,1988,5,2,2,0,,1,1,1,4,5,7,8,27.0,544,2006,4,0,0,2022
2683,1,47,1974,5,1,1,3,0.0,1,1,1,2,2,4,3,41.0,563,2005,4,0,0,2022
2684,2,21,2000,6,2,2,0,,1,1,1,17,4,5,3,50.0,187,2018,3,0,0,2022
2685,1,44,1977,4,1,2,0,,1,1,1,14,2,11,2,43.0,249,1995,4,0,0,2022
2686,2,54,1967,3,1,1,1,1.0,1,1,1,10,3,3,1,37.0,539,1995,4,0,0,2022
2687,1,48,1973,5,1,2,0,,1,1,2,12,3,3,3,46.0,372,2012,4,0,0,2022
2688,2,43,1978,4,1,1,3,11.0,1,1,1,3,7,7,8,43.0,171,2005,3,0,0,2022
2689,1,53,1968,2,1,1,3,10.0,1,1,1,17,5,2,8,38.0,409,2009,3,0,0,2022
2690,1,31,1990,6,2,2,0,,1,1,2,9,5,1,2,41.0,405,2008,4,0,0,2022
2691,2,35,1986,5,1,2,0,,1,1,1,9,2,11,8,37.0,451,2004,4,0,0,2022
2692,1,22,1999,5,2,2,0,,1,1,1,17,4,4,3,45.0,571,2017,4,0,0,2022
2693,2,47,1974,2,1,1,1,2.0,1,1,4,2,4,2,8,33.0,520,1992,3,0,0,2022
2694,2,48,1973,2,1,1,1,10.0,1,1,1,8,6,8,1,43.0,278,2003,4,0,0,2022
2695,2,50,1971,5,1,2,0,,1,1,1,2,2,6,8,47.0,314,2007,4,0,0,2022
2696,1,49,1972,5,1,1,1,19.0,1,1,3,8,1,6,8,42.0,589,1994,3,0,0,2022
2697,2,25,1996,3,2,2,0,,1,1,2,5,4,6,8,42.0,316,2014,2,0,0,2022
2698,1,46,1975,5,1,1,1,7.0,1,1,2,8,6,2,2,41.0,341,2009,1,0,0,2022
2699,1,50,1971,4,1,1,1,12.0,1,1,2,12,6,11,8,44.0,160,2010,4,0,0,2022
2700,2,28,1993,3,1,1,1,8.0,1,1,1,5,6,1,3,37.0,423,2015,4,0,0,2022
2701,2,39,1982,4,1,2,0,,1,1,1,1,3,6,8,39.0,441,2013,4,0,0,2022
2702,1,56,1965,5,1,1,3,5.0,1,1,2,3,2,4,8,33.0,84,2019,2,0,0,2022
2703,1,36,1985,4,1,2,0,,1,1,2,13,5,8,1,38.0,209,2003,4,0,0,2022
2704,2,50,1971,5,1,2,0,,1,1,2,10,1,7,3,24.0,173,2004,4,0,0,2022
2705,2,41,1980,5,1,1,3,15.0,1,1,1,17,7,5,8,40.0,554,1998,3,0,0,2022
2706,1,46,1975,5,1,1,2,9.0,1,1,3,16,5,7,3,45.0,82,2003,4,0,0,2022
2707,2,45,1976,3,2,2,0,,1,1,1,3,4,3,8,39.0,411,2019,4,0,0,2022
2708,1,46,1975,2,2,2,0,,1,1,1,13,2,2,8,47.0,553,2003,4,0,0,2022
2709,1,51,1970,2,1,1,2,15.0,1,1,1,2,2,11,8,51.0,466,2016,4,0,0,2022
2710,2,56,1965,5,1,1,3,16.0,1,1,1,2,7,8,8,40.0,348,2020,2,0,0,2022
2711,2,31,1990,5,1,2,0,,1,1,2,14,1,8,3,32.0,544,2008,2,0,0,2022
2712,1,57,1964,3,1,2,0,,1,1,1,7,1,12,3,49.0,624,2021,3,0,0,2022
